,Date,Hour,Number_of_Incidents,Total_Volume,Average_Speed
2225,3/11/2018,15,11,28221,34.53169014
334,1/26/2018,14,8,28235,34.05485232
2934,4/14/2018,19,12,28240,34.81203008
1532,12/8/2017,14,15,28246,33.42272727
2527,3/23/2018,20,11,28246,35.16546763
105,1/17/2018,17,19,28248,28.94537815
943,12/1/2017,12,16,28248,32.75732218
244,1/22/2018,17,19,28275,29.04109589
1605,2/10/2018,16,8,28278,33.63424125
1582,2/1/2018,17,15,28284,29.82949309
1486,12/6/2017,16,28,28292,31.57727273
1757,2/17/2018,11,8,28299,36.03180212
1834,2/2/2018,18,17,28304,30.68518519
2571,3/25/2018,18,10,28307,36.74193548
950,12/1/2017,19,10,28308,31.31666667
127,1/18/2018,16,12,28325,32.30769231
2242,3/12/2018,8,10,28374,35.78368794
2087,2/6/2018,15,13,28378,32.42248062
2291,3/14/2018,13,17,28381,33.74654378
1649,2/12/2018,15,7,28392,34.03921569
1999,2/28/2018,10,4,28398,36.13214286
997,12/11/2017,19,12,28399,31.54117647
2722,3/6/2018,11,9,28404,35.71590909
3228,4/26/2018,16,17,28416,27.96846847
3225,4/26/2018,13,13,28418,33.22624434
2777,3/8/2018,19,13,28433,33.12096774
839,11/28/2017,12,8,28436,33.75384615
1849,2/20/2018,10,18,28438,36.14084507
2107,2/7/2018,13,8,28459,33.57854406
1966,2/26/2018,19,3,28461,35.09716599
2693,3/4/2018,18,3,28463,34.55871886
1487,12/6/2017,17,28,28469,27.28828829
3229,4/26/2018,17,17,28479,25.42986425
1322,12/28/2017,15,10,28484,33.50592885
1180,12/19/2017,18,10,28488,28.82894737
2586,3/26/2018,10,4,28500,36.24381625
589,1/8/2018,13,14,28502,34.1953125
3230,4/26/2018,18,13,28522,26.28251121
3472,4/9/2018,10,15,28541,36.6996587
1583,2/1/2018,18,8,28543,28.41935484
287,1/24/2018,12,11,28547,33.70652174
1780,2/18/2018,12,6,28561,35.74910394
1175,12/19/2017,13,19,28591,32.35564854
245,1/22/2018,18,18,28601,28.42325581
1712,2/15/2018,10,16,28609,34.13103448
1531,12/8/2017,13,15,28612,33.86486486
1647,2/12/2018,13,10,28618,34.37890625
2926,4/14/2018,11,10,28634,36.24163569
3369,4/4/2018,20,6,28638,35.61694915
1488,12/6/2017,18,30,28641,26.34684685
2226,3/11/2018,16,9,28647,34.84397163
2427,3/2/2018,10,2,28665,36.50373134
3208,4/25/2018,18,33,28711,20.11363636
1249,12/21/2017,17,20,28715,29.40552995
1869,2/22/2018,11,8,28719,35.46453901
2243,3/12/2018,9,12,28731,34.66785714
992,12/11/2017,14,12,28739,34.11153846
945,12/1/2017,14,13,28745,32.70762712
1176,12/19/2017,14,11,28751,32.95473251
818,11/27/2017,13,11,28755,34.2745098
1270,12/22/2017,15,14,28770,32.38181818
3391,4/5/2018,20,7,28770,35.36271186
864,11/29/2017,13,8,28785,33.59375
2136,2/8/2018,19,7,28785,32.39534884
2838,4/10/2018,16,16,28786,31.21363636
591,1/8/2018,15,3,28789,33.97297297
990,12/11/2017,12,12,28790,34.21484375
2266,3/13/2018,10,5,28810,35.60288809
1464,12/5/2017,18,10,28815,28.87962963
3256,4/27/2018,20,11,28815,34.88813559
2129,2/8/2018,12,10,28827,34.22779923
614,1/9/2018,15,12,28832,34.17054264
1785,2/18/2018,17,8,28845,35.43262411
478,1/31/2018,17,17,28867,28.72103004
1558,12/9/2017,17,12,28878,31.47035573
2346,3/16/2018,20,9,28884,34.21212121
3140,4/22/2018,19,10,28884,35.65771812
2887,4/12/2018,20,7,28888,35.22558923
1105,12/16/2017,12,9,28892,34.47470817
1510,12/7/2017,16,18,28898,31.21004566
2224,3/11/2018,14,15,28915,34.63829787
900,11/30/2017,18,16,28927,27.89669421
2267,3/13/2018,11,18,28932,35.66308244
2587,3/26/2018,11,7,28935,35.82332155
1344,12/29/2017,13,11,28943,33.30555556
1978,2/27/2018,11,4,28952,34.89399293
1803,2/19/2018,11,14,28961,36.16014235
3060,4/2/2018,10,8,28975,37.04810997
1554,12/9/2017,13,6,28991,32.05426357
1833,2/2/2018,17,12,28993,29.07305936
898,11/30/2017,16,22,29002,31.42561983
2709,3/5/2018,19,14,29003,34.60150376
61,1/11/2018,14,18,29023,33.24806202
1439,12/4/2017,17,15,29026,29.22321429
1557,12/9/2017,16,12,29029,32.18461538
2334,3/16/2018,8,17,29029,36.2996633
1440,12/4/2017,18,14,29031,27.93243243
3047,4/19/2018,20,15,29031,34.83892617
3040,4/19/2018,13,12,29037,33.44888889
1555,12/9/2017,14,13,29042,32.12449799
104,1/17/2018,16,8,29045,33.0212766
2770,3/8/2018,12,14,29045,34.51898734
1940,2/25/2018,16,8,29108,35.69230769
129,1/18/2018,18,20,29120,28.6473029
868,11/29/2017,17,24,29123,28.55084746
842,11/28/2017,15,19,29144,33.76264591
102,1/17/2018,14,13,29146,34.82962963
1690,2/14/2018,10,9,29151,34.63763066
2110,2/7/2018,16,10,29185,33.13114754
1850,2/20/2018,11,11,29200,33.19572954
1603,2/10/2018,14,8,29202,33.06177606
152,1/19/2018,18,14,29203,29.30493274
3178,4/24/2018,10,6,29210,35.4352518
2109,2/7/2018,15,10,29222,34.52123552
524,1/5/2018,16,19,29240,30.57709251
333,1/26/2018,13,13,29256,33.01680672
1784,2/18/2018,16,7,29285,35.68439716
1345,12/29/2017,14,5,29291,33.19066148
36,1/10/2018,13,7,29293,33.79615385
2245,3/12/2018,11,8,29296,35.38709677
2264,3/13/2018,8,8,29305,35.81338028
503,1/4/2018,18,14,29309,28.51091703
2972,4/16/2018,10,7,29321,36.73063973
2369,3/17/2018,19,15,29327,34.37919463
293,1/24/2018,18,9,29366,27.25112108
2772,3/8/2018,14,11,29379,34.164
2692,3/4/2018,17,3,29383,34.35842294
3315,4/3/2018,10,10,29406,36.22909091
612,1/9/2018,13,14,29427,34.21653543
1868,2/22/2018,10,9,29434,35.68683274
3473,4/9/2018,11,9,29445,36.52721088
2386,3/18/2018,13,9,29447,35.16153846
1225,12/20/2017,16,22,29449,31.04109589
2610,3/27/2018,10,10,29452,35.63214286
407,1/29/2018,16,19,29458,32.03463203
2911,4/13/2018,20,12,29475,34.91216216
1939,2/25/2018,15,3,29477,35.66409266
1177,12/19/2017,15,18,29484,32.60655738
3179,4/24/2018,11,12,29485,34.64642857
38,1/10/2018,15,17,29509,34.34615385
1604,2/10/2018,15,12,29513,33.59459459
3270,4/28/2018,10,15,29514,34.98671096
2404,3/19/2018,9,10,29521,33.63706564
1734,2/16/2018,10,11,29543,35.99319728
2265,3/13/2018,9,10,29546,35.50177936
3415,4/6/2018,20,8,29548,33.67576792
2205,3/10/2018,18,12,29568,34.26056338
3116,4/21/2018,19,12,29571,35.16326531
3206,4/25/2018,16,39,29576,26.93150685
455,1/30/2018,17,10,29579,29.81092437
1108,12/16/2017,15,24,29585,31.10465116
1556,12/9/2017,15,17,29593,32.05447471
2447,3/20/2018,8,18,29594,32.7578125
3207,4/25/2018,17,37,29601,19.2972973
1014,12/12/2017,14,8,29602,32.66538462
869,11/29/2017,18,15,29615,28.20491803
1691,2/14/2018,11,10,29615,35.58041958
1107,12/16/2017,14,15,29617,30.55172414
2698,3/5/2018,8,1,29626,32.45
944,12/1/2017,13,11,29633,32.65145228
2310,3/15/2018,8,6,29638,36.68666667
840,11/28/2017,13,19,29645,33.9766537
3037,4/19/2018,10,17,29664,36.07420495
3294,4/29/2018,11,11,29666,34.94295302
2719,3/6/2018,8,14,29671,32.8973384
2389,3/18/2018,16,11,29677,35.50775194
1888,2/23/2018,8,10,29678,33.17692308
1226,12/20/2017,17,16,29681,27.90566038
2174,3/1/2018,10,2,29687,36.20567376
2198,3/10/2018,11,11,29710,34.97212544
1665,2/13/2018,8,6,29730,31.27131783
2794,3/9/2018,12,14,29743,33.11885246
1962,2/26/2018,14,14,29745,35.07346939
2000,2/28/2018,11,8,29751,35.93594306
993,12/11/2017,15,18,29787,33.40540541
822,11/27/2017,17,14,29788,29.09053498
2403,3/19/2018,8,11,29791,33.67829457
1174,12/19/2017,12,15,29806,32.72941176
2832,4/10/2018,10,5,29813,35.36805556
409,1/29/2018,18,17,29816,29.70124481
526,1/5/2018,18,15,29822,27.46929825
1960,2/26/2018,12,2,29822,35.29435484
1937,2/25/2018,13,13,29825,34.71153846
174,1/2/2018,18,42,29833,27.25769231
1713,2/15/2018,11,8,29841,34.88194444
59,1/11/2018,12,7,29845,34.58914729
2699,3/5/2018,9,5,29867,33.43445693
1348,12/29/2017,17,10,29876,33.46303502
2720,3/6/2018,9,10,29876,32.71161049
2068,2/5/2018,16,19,29878,32.82421875
1889,2/23/2018,9,10,29879,33.03831418
2933,4/14/2018,18,19,29887,35.23664122
2570,3/25/2018,17,12,29895,35.64516129
899,11/30/2017,17,16,29906,29.35123967
2766,3/8/2018,8,16,29911,33.10887097
1602,2/10/2018,13,8,29932,32.84108527
2774,3/8/2018,16,16,29936,30.31120332
2336,3/16/2018,10,17,29965,35.41137124
312,1/25/2018,14,14,29989,34.4962406
2223,3/11/2018,13,12,29996,34.33687943
1106,12/16/2017,13,19,30001,33.86328125
3496,5/1/2018,10,14,30009,35.78571429
3568,5/4/2018,12,33,30014,32.24199288
2428,3/2/2018,11,6,30016,36.04166667
2204,3/10/2018,17,17,30021,34.42704626
3337,4/30/2018,10,15,30022,36.40136054
2134,2/8/2018,17,16,30030,29.98795181
1034,12/13/2017,12,7,30048,33.54863813
2482,3/21/2018,20,8,30073,34.59121622
2993,4/17/2018,10,14,30074,35.70234114
991,12/11/2017,13,12,30083,33.8
2775,3/8/2018,17,21,30095,26.99122807
1938,2/25/2018,14,5,30102,35.0651341
2150,2/9/2018,9,14,30106,32.85430464
2565,3/25/2018,12,7,30121,35.54416961
2689,3/4/2018,12,8,30122,34.10320285
1012,12/12/2017,12,15,30173,33.90944882
1955,2/26/2018,7,10,30195,35.83591331
994,12/11/2017,16,15,30202,32.9057377
2130,2/8/2018,13,10,30205,33.73846154
2517,3/23/2018,10,11,30230,34.98566308
3316,4/3/2018,11,16,30261,35.85611511
433,1/3/2018,18,21,30264,29.37068966
946,12/1/2017,15,16,30265,32.30290456
2548,3/24/2018,19,9,30281,35.85144928
3459,4/8/2018,18,11,30292,35.75838926
2448,3/20/2018,9,15,30293,33.04247104
479,1/31/2018,18,7,30296,28.2832618
1152,12/18/2017,12,16,30296,33.78346457
1323,12/28/2017,16,13,30310,33.71370968
821,11/27/2017,16,23,30311,32.23622047
3155,4/23/2018,10,14,30319,36.54545455
1511,12/7/2017,17,27,30320,26.92201835
3301,4/29/2018,18,10,30345,35.60810811
2773,3/8/2018,15,17,30348,33.52822581
2289,3/14/2018,10,5,30357,36.41077441
3338,4/30/2018,11,10,30406,35.55555556
1963,2/26/2018,15,6,30410,35.06967213
2744,3/7/2018,10,11,30430,35.85211268
1858,2/21/2018,19,11,30438,34.10394265
60,1/11/2018,13,15,30476,32.77906977
1981,2/27/2018,14,10,30490,34.58455882
1346,12/29/2017,15,14,30493,33.87937743
2611,3/27/2018,11,13,30519,36.02826855
338,1/26/2018,18,18,30554,29.2605042
525,1/5/2018,17,14,30555,25.83555556
949,12/1/2017,18,22,30584,28.34439834
456,1/30/2018,18,10,30600,29.85106383
3575,5/4/2018,19,8,30606,34.51428571
335,1/26/2018,15,16,30613,33.30252101
1057,12/14/2017,12,10,30617,33.49612403
2361,3/17/2018,11,12,30622,35.88888889
3542,5/3/2018,10,7,30626,36.12837838
1783,2/18/2018,15,14,30627,35.17204301
2132,2/8/2018,15,14,30642,33.3976834
2175,3/1/2018,11,7,30644,35.71942446
1347,12/29/2017,16,10,30654,34.13779528
3093,4/20/2018,20,9,30658,34.47457627
1041,12/13/2017,19,14,30661,29.82283465
62,1/11/2018,15,22,30695,33.46511628
1650,2/12/2018,16,13,30703,33.16923077
1764,2/17/2018,18,8,30715,35.14028777
2771,3/8/2018,13,17,30735,33.52610442
2153,2/9/2018,12,12,30739,33.92094862
1899,2/23/2018,19,11,30741,34.18604651
3108,4/21/2018,11,15,30744,35.2114094
432,1/3/2018,17,17,30758,28.53275109
3069,4/2/2018,19,6,30762,35.5615942
2956,4/15/2018,18,14,30776,35.41077441
2855,4/11/2018,10,8,30793,36.29431438
1916,2/24/2018,12,14,30844,34.39607843
1036,12/13/2017,14,11,30852,33.58039216
1154,12/18/2017,14,13,30854,32.30501931
2288,3/14/2018,9,12,30855,35.78644068
1782,2/18/2018,14,8,30865,35.25263158
1013,12/12/2017,13,12,30875,32.6023166
1324,12/28/2017,17,12,30875,33.34230769
947,12/1/2017,16,17,30902,30.38174274
1178,12/19/2017,16,21,30903,31.9626556
2801,3/9/2018,19,5,30918,34.23404255
2311,3/15/2018,9,4,30944,35.93288591
843,11/28/2017,16,24,30950,31.42412451
1961,2/26/2018,13,9,30960,34.69512195
3279,4/28/2018,19,10,30960,34.25510204
2387,3/18/2018,14,10,30971,35.00389105
845,11/28/2017,18,17,30983,29.008
2158,2/9/2018,17,21,30986,29.8647541
1735,2/16/2018,11,12,30987,35.51748252
1088,12/15/2017,19,15,31016,30.76862745
3015,4/18/2018,10,12,31022,35.87878788
315,1/25/2018,17,14,31034,29.12446352
1035,12/13/2017,13,8,31035,33.18461538
2287,3/14/2018,8,8,31038,36.17845118
2973,4/16/2018,11,8,31043,36.25503356
2691,3/4/2018,16,1,31058,34.23049645
2388,3/18/2018,15,10,31073,35.22307692
592,1/8/2018,16,12,31075,31.80859375
2407,3/19/2018,12,6,31081,35.10810811
2368,3/17/2018,18,9,31089,35.1043771
2070,2/5/2018,18,17,31095,31
1179,12/19/2017,17,21,31114,28.87391304
316,1/25/2018,18,13,31124,28.99576271
3359,4/4/2018,10,8,31126,35.89041096
3314,4/3/2018,9,11,31140,33.17977528
2091,2/6/2018,19,11,31141,31.57877814
2540,3/24/2018,11,13,31162,34.63859649
3519,5/2/2018,10,11,31162,35.2
2702,3/5/2018,12,4,31167,35.26415094
106,1/17/2018,18,17,31191,29.6
3497,5/1/2018,11,13,31198,35.90344828
172,1/2/2018,16,40,31199,31.44313725
1781,2/18/2018,13,8,31199,35.2688172
1964,2/26/2018,16,11,31227,34.02834008
2133,2/8/2018,16,9,31233,32.22040816
2203,3/10/2018,16,18,31247,33.91166078
3156,4/23/2018,11,23,31248,35.49158249
2409,3/19/2018,14,12,31263,34.9922179
2494,3/22/2018,10,9,31310,35.30976431
3177,4/24/2018,9,16,31310,33.49822064
2932,4/14/2018,17,17,31313,35.40977444
2690,3/4/2018,13,3,31320,33.53736655
2276,3/13/2018,20,3,31324,35.2752809
2414,3/19/2018,19,11,31330,34.69019608
1732,2/16/2018,8,16,31335,34.3986014
1917,2/24/2018,13,19,31337,34.26744186
1019,12/12/2017,19,12,31351,30.36964981
2088,2/6/2018,16,26,31352,30.9453125
3453,4/8/2018,12,8,31352,35.43288591
2704,3/5/2018,14,11,31354,34.87593985
3061,4/2/2018,11,18,31362,36.46757679
1918,2/24/2018,14,18,31365,34.13565891
844,11/28/2017,17,32,31369,29.625
2815,4/1/2018,13,9,31369,34.34459459
3520,5/2/2018,11,7,31373,35.35172414
2111,2/7/2018,17,11,31394,30.416
3036,4/19/2018,9,10,31399,33.75618375
2927,4/14/2018,12,19,31402,34.78867925
1015,12/12/2017,15,13,31412,33.05447471
2335,3/16/2018,9,6,31430,36.27424749
2776,3/8/2018,18,23,31476,28.9233871
64,1/11/2018,17,17,31480,28.11450382
39,1/10/2018,16,12,31491,32.59215686
2069,2/5/2018,17,18,31491,30.4609375
3458,4/8/2018,17,8,31495,35.71906355
2645,3/29/2018,10,7,31525,35.35234899
2569,3/25/2018,16,14,31535,35.32631579
615,1/9/2018,16,15,31542,32.76744186
3429,4/7/2018,11,15,31544,34.80872483
2090,2/6/2018,18,12,31545,29.18677043
2743,3/7/2018,9,14,31547,33.50179211
408,1/29/2018,17,17,31597,29.97046414
2410,3/19/2018,15,17,31620,34.3815261
1037,12/13/2017,15,12,31627,33.07364341
336,1/26/2018,16,10,31630,30.77021277
2585,3/26/2018,9,8,31659,33.38790036
3038,4/19/2018,11,12,31717,35.66784452
1853,2/21/2018,14,12,31720,34.58571429
1919,2/24/2018,15,8,31740,34.06949807
1155,12/18/2017,15,14,31750,32.83137255
1534,12/8/2017,16,21,31771,31.49583333
1998,2/28/2018,9,6,31780,33.23928571
2547,3/24/2018,18,9,31780,34.93214286
1059,12/14/2017,14,16,31796,32.94615385
948,12/1/2017,17,18,31814,28.14522822
1852,2/21/2018,13,15,31819,33.99635036
3436,4/7/2018,18,4,31820,34.74825175
2856,4/11/2018,11,7,31832,35.35714286
1058,12/14/2017,13,13,31844,33.13953488
2752,3/7/2018,18,5,31896,28.42
823,11/27/2017,18,13,31910,29.50390625
3381,4/5/2018,10,8,31917,35.31986532
3405,4/6/2018,10,9,31937,36.30847458
1064,12/14/2017,19,11,31939,29.83268482
2516,3/23/2018,9,14,31968,33.06737589
65,1/11/2018,18,11,31983,28.92664093
337,1/26/2018,17,18,31996,27.53781513
2436,3/2/2018,19,8,32000,33.93181818
1671,2/13/2018,14,15,32007,35.34859155
3404,4/6/2018,9,7,32032,33.63194444
1965,2/26/2018,18,3,32037,31.48148148
3164,4/23/2018,19,10,32074,35.43389831
1651,2/12/2018,17,13,32081,28.7372549
2155,2/9/2018,14,8,32118,33.30232558
3543,5/3/2018,11,10,32138,35.7027027
3083,4/20/2018,10,11,32148,35.62962963
1976,2/27/2018,8,3,32152,30.88928571
3336,4/30/2018,9,11,32164,34.7260274
2955,4/15/2018,17,5,32168,35.18367347
3382,4/5/2018,11,9,32168,35.59385666
2089,2/6/2018,17,18,32216,27.44015444
1153,12/18/2017,13,15,32223,32.42801556
3481,4/9/2018,19,5,32236,36.1799308
1733,2/16/2018,9,10,32245,34.2862069
2135,2/8/2018,18,16,32247,30.01976285
1867,2/22/2018,9,2,32253,31.98201439
1848,2/20/2018,9,11,32258,33.5212766
1721,2/15/2018,19,13,32268,33.125
3300,4/29/2018,17,12,32275,35.25
1763,2/17/2018,17,7,32282,34.02491103
1694,2/14/2018,14,15,32292,34.8943662
593,1/8/2018,17,20,32303,29.26666667
1872,2/22/2018,14,6,32310,34.3046595
2981,4/16/2018,19,11,32322,35.42711864
173,1/2/2018,17,46,32332,26.012
1060,12/14/2017,15,14,32338,32.9
1979,2/27/2018,12,9,32346,34.51245552
2568,3/25/2018,15,7,32348,34.60915493
1920,2/24/2018,16,7,32378,34.26136364
2253,3/12/2018,19,8,32395,34.01779359
2833,4/10/2018,11,11,32401,35.6744186
3346,4/30/2018,19,7,32402,35.94915254
594,1/8/2018,18,11,32414,28.87058824
1711,2/15/2018,9,16,32416,31.90784983
3115,4/21/2018,18,12,32425,34.28956229
1081,12/15/2017,12,16,32428,33.02713178
2950,4/15/2018,12,10,32429,34.89966555
2008,2/28/2018,19,10,32443,34.20996441
2156,2/9/2018,15,6,32444,32.31782946
2173,3/1/2018,9,3,32466,32.83870968
2742,3/7/2018,8,25,32483,32.87900356
3133,4/22/2018,12,9,32498,35.52739726
1652,2/12/2018,18,8,32500,27.6640625
617,1/9/2018,18,12,32502,28.41666667
2275,3/13/2018,19,12,32504,33.86219081
2567,3/25/2018,14,10,32527,34.75800712
616,1/9/2018,17,16,32530,27.85769231
2154,2/9/2018,13,11,32537,32.7734375
2202,3/10/2018,15,15,32539,33.81494662
2723,3/6/2018,12,17,32544,35.03448276
2515,3/23/2018,8,15,32550,33.46830986
1892,2/23/2018,12,18,32563,34.7394636
3295,4/29/2018,12,12,32571,34.66442953
446,1/30/2018,8,17,32589,32.41275168
1676,2/13/2018,19,3,32592,33.62068966
1689,2/14/2018,9,14,32609,32.11262799
3176,4/24/2018,8,22,32618,32.32155477
2367,3/17/2018,17,10,32621,34.72881356
2725,3/6/2018,14,14,32622,34.47191011
2595,3/26/2018,19,9,32638,34.10638298
2705,3/5/2018,15,10,32642,34.61742424
3505,5/1/2018,19,4,32647,36.05743243
1877,2/22/2018,19,7,32653,32.82078853
1977,2/27/2018,9,14,32654,31.25
1866,2/22/2018,8,4,32663,31.53985507
3360,4/4/2018,11,8,32675,35.68686869
2608,3/27/2018,8,25,32683,32.03900709
2730,3/6/2018,19,9,32685,33.74733096
2518,3/23/2018,11,14,32701,35.24822695
2157,2/9/2018,16,14,32712,31.79841897
1688,2/14/2018,8,22,32717,32.01034483
2172,3/1/2018,8,1,32730,32.31560284
2321,3/15/2018,19,9,32730,34.61952862
2566,3/25/2018,13,11,32741,34.41071429
2751,3/7/2018,17,19,32759,28.31075697
63,1/11/2018,16,20,32760,32.18918919
3016,4/18/2018,11,6,32766,35.74747475
2878,4/12/2018,11,11,32767,35.57859532
2495,3/22/2018,11,3,32771,35.02027027
2201,3/10/2018,14,17,32773,33.73943662
1758,2/17/2018,12,8,32812,34.85409253
2646,3/29/2018,11,7,32830,35.37710438
2930,4/14/2018,15,16,32852,34.02985075
2931,4/14/2018,16,26,32856,34.66037736
2112,2/7/2018,18,11,32857,30.3540856
3299,4/29/2018,16,13,32881,34.41471572
2703,3/5/2018,13,7,32909,34.8490566
2246,3/12/2018,12,11,32921,34.28113879
2199,3/10/2018,12,11,32940,34.22105263
3002,4/17/2018,19,7,32962,34.91610738
2584,3/26/2018,8,7,32965,33.39716312
1085,12/15/2017,16,22,32975,29.44758065
3457,4/8/2018,16,10,32978,35.07666667
1742,2/16/2018,19,9,32985,33.83870968
1672,2/13/2018,15,10,32993,34.8700361
2971,4/16/2018,9,22,32996,34.71283784
2200,3/10/2018,13,14,33008,34.51590106
1710,2/15/2018,8,25,33011,31.72758621
1762,2/17/2018,16,10,33016,33.22302158
1761,2/17/2018,15,7,33023,32.92673993
1870,2/22/2018,12,3,33025,34.68214286
2970,4/16/2018,8,9,33036,33.58703072
3495,5/1/2018,9,11,33040,33.29194631
1038,12/13/2017,16,6,33071,31.44186047
3245,4/27/2018,9,9,33073,35.38013699
1062,12/14/2017,17,15,33097,28.53515625
2408,3/19/2018,13,10,33098,34.75581395
1997,2/28/2018,8,13,33106,32.89007092
1980,2/27/2018,13,11,33118,34.50176678
3471,4/9/2018,9,10,33140,34.37123746
2724,3/6/2018,13,12,33146,34.18796992
1692,2/14/2018,12,18,33151,33.57439446
3569,5/4/2018,13,25,33155,33.63176895
3154,4/23/2018,9,20,33167,35.12585034
1016,12/12/2017,16,13,33182,32.08560311
2644,3/29/2018,9,11,33187,31.93624161
3058,4/2/2018,8,9,33220,34.06040268
2159,2/9/2018,18,10,33238,30.86872587
2429,3/2/2018,12,13,33239,33.72692308
3278,4/28/2018,18,15,33246,34.25337838
2631,3/28/2018,19,11,33250,35.47297297
40,1/10/2018,17,17,33260,29.45914397
3313,4/3/2018,8,15,33301,33.16304348
3298,4/29/2018,15,18,33302,34.45084746
3335,4/30/2018,8,12,33304,33.84931507
1810,2/19/2018,18,7,33345,35.09318996
3014,4/18/2018,9,11,33351,33.19112628
1084,12/15/2017,15,12,33394,31.8458498
1156,12/18/2017,16,23,33394,31.74230769
3182,4/24/2018,14,7,33426,33.72597865
3064,4/2/2018,14,12,33454,35.53846154
3456,4/8/2018,15,8,33455,35.11666667
1699,2/14/2018,19,11,33468,32.63194444
1806,2/19/2018,14,9,33516,34.0070922
3357,4/4/2018,8,16,33529,33.26870748
2337,3/16/2018,11,12,33534,34.82372881
1536,12/8/2017,18,11,33542,31.21455939
1082,12/15/2017,13,13,33543,31.71264368
1847,2/20/2018,8,18,33548,32.84697509
2493,3/22/2018,9,16,33553,32.18456376
1061,12/14/2017,16,11,33555,31.36575875
2546,3/24/2018,17,14,33567,34.43928571
2609,3/27/2018,9,11,33612,31.91166078
2541,3/24/2018,12,13,33616,33.44128114
2954,4/15/2018,16,5,33616,34.27702703
2003,2/28/2018,14,8,33652,35.28825623
3541,5/3/2018,9,10,33665,34.24080268
1804,2/19/2018,12,16,33676,34.72183099
3035,4/19/2018,8,14,33723,32.67586207
1017,12/12/2017,17,16,33751,27.80078125
995,12/11/2017,17,12,33779,27.82421875
2750,3/7/2018,16,18,33779,31.42481203
2726,3/6/2018,15,19,33797,34.20912548
1669,2/13/2018,12,6,33806,34.45392491
2297,3/14/2018,19,6,33811,33.9527027
2345,3/16/2018,19,16,33812,33.72390572
2590,3/26/2018,14,19,33823,35.08571429
3297,4/29/2018,14,16,33834,34.51535836
3358,4/4/2018,9,10,33851,34.02090592
2268,3/13/2018,12,9,33856,34.02135231
2248,3/12/2018,14,10,33863,34.01413428
2411,3/19/2018,16,24,33870,32.41106719
3114,4/21/2018,17,14,33891,34.27364865
1039,12/13/2017,17,24,33895,27.54440154
1157,12/18/2017,17,20,33904,27.48809524
3570,5/4/2018,14,22,33911,34.22142857
2313,3/15/2018,11,12,33912,35.25675676
3081,4/20/2018,8,6,33919,33.7003367
2841,4/10/2018,19,11,33955,35.00677966
3062,4/2/2018,12,14,33969,35.31899642
3187,4/24/2018,19,5,33993,35.70547945
1807,2/19/2018,15,11,33997,34.65957447
3435,4/7/2018,17,10,34001,34.10738255
3082,4/20/2018,9,14,34002,35.41891892
2899,4/13/2018,8,14,34005,33.8557047
3138,4/22/2018,17,10,34029,34.37
3500,5/1/2018,14,14,34064,35.2662116
2706,3/5/2018,16,11,34070,32.18867925
2458,3/20/2018,19,13,34085,33.86148649
2929,4/14/2018,14,17,34089,33.61654135
3455,4/8/2018,14,8,34089,34.94576271
2708,3/5/2018,18,10,34092,31.46992481
2748,3/7/2018,14,13,34104,34.65124555
2875,4/12/2018,8,18,34123,33.18518519
1158,12/18/2017,18,27,34149,25.10077519
2976,4/16/2018,14,9,34164,34.32534247
3271,4/28/2018,11,12,34166,32.6179402
2928,4/14/2018,13,18,34172,34.4924812
3454,4/8/2018,13,6,34202,35.1043771
2108,2/7/2018,14,15,34204,34.5
3470,4/9/2018,8,5,34207,34.12080537
3341,4/30/2018,14,10,34208,35.17845118
3113,4/21/2018,16,11,34209,34.39864865
3180,4/24/2018,12,15,34213,33.64084507
2746,3/7/2018,12,5,34216,35.04379562
2992,4/17/2018,9,13,34227,32.71812081
2854,4/11/2018,9,16,34229,33.58862876
1759,2/17/2018,13,15,34234,33.64310954
1894,2/23/2018,14,8,34255,34.28244275
2588,3/26/2018,12,12,34282,35.13978495
1083,12/15/2017,14,19,34295,31.31007752
3518,5/2/2018,9,11,34306,32.6122449
3153,4/23/2018,8,19,34322,34.07094595
1087,12/15/2017,18,26,34330,27.61867704
2526,3/23/2018,19,11,34331,33.69642857
1760,2/17/2018,14,11,34339,32.57597173
1893,2/23/2018,13,7,34353,34.5984556
2876,4/12/2018,9,13,34357,32.93666667
3244,4/27/2018,8,14,34384,34.05802048
1983,2/27/2018,16,3,34396,33.27777778
2800,3/9/2018,18,21,34401,32.90874525
1670,2/13/2018,13,11,34426,35.44250871
2451,3/20/2018,12,16,34427,33.75261324
1982,2/27/2018,15,2,34445,35.01433692
3540,5/3/2018,8,7,34458,33.2
2270,3/13/2018,14,9,34461,33.76241135
2707,3/5/2018,17,15,34461,29.72180451
3430,4/7/2018,12,9,34480,34.38245614
3476,4/9/2018,14,13,34494,35.13087248
2249,3/12/2018,15,16,34512,34.06428571
2271,3/13/2018,15,11,34512,33.19784173
996,12/11/2017,18,13,34549,27.07905138
41,1/10/2018,18,21,34558,28.30181818
2619,3/27/2018,19,12,34565,32.27272727
2182,3/1/2018,19,15,34584,32.82733813
2470,3/21/2018,8,14,34586,33.04666667
3517,5/2/2018,8,19,34591,32.28716216
1805,2/19/2018,13,12,34637,33.79642857
2900,4/13/2018,9,8,34643,34.26779661
2430,3/2/2018,13,15,34671,33.88973384
1871,2/22/2018,13,9,34675,33.98233216
2001,2/28/2018,12,8,34696,34.93992933
2542,3/24/2018,13,8,34697,33.19503546
